reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime
A18RGYRCEN181M,B000068NW5,Truvor,"[0, 0]","Good cable, as good as any expensive brand. Thick, a bit stiff and seems to be shielded. No complaints at all.",5,Good guitar cable,1386633600,"12 10, 2013"
A18LZ6VHS4DK69,B000068NW5,Wesley Newell,"[0, 0]","I own lots of hosa cables they are cheap and quality is there. I've only recieved one bad cable out of around 50 or so. I use a lot of these guys and if they work when you get them, they havn't failed yet.",5,hosa rocks,1360886400,"02 15, 2013"
AQG6AQXC703WD,B000068NZC,Bob,"[0, 0]","It is a decent cable. It does its job, but it leaves much to be desired as far as structural integrity is concerned. The mating part of the connector jiggles back and forth. The switch is also loose. The connector will move around 2mm out of the microphone without the switch being pressed.'I would not recommend using this cable for critical applications. It would be more suited to home or hobby use.",3,Does Its Job,1395792000,"03 26, 2014"
A2YGWCX3DQ6ER0,B000068NZC,Christian Morales,"[0, 0]",the cable is great for connecting directly to the computer microphone to record live without a console or mixer...... its great  i recomended,5,good for direct connect to computer,1372550400,"06 30, 2013"
A21VM9WVF8EOSJ,B000068NZC,J. Warren "NiALTA","[3, 3]",Bought this to hook up a Beta 58 to a Panasonic G2 DSLR and a Kodak Zi8 for interviews. Works the way it's supposed to. 90 degree TRS is a nice touch. Good price.,5,Does what it was intended for,1323129600,"12 6, 2011"
A3M48SSAOTBSMW,B000068NZC,L. Rapoport "lenrapp","[3, 3]","Just received this cord and it seems to work as expected. What can you say about an adapter cord?  It is well made, good construction and sound from my DSLR with my mic is superb.",5,Works as expected,1335312000,"04 25, 2012"
AFLRU6952DEFX,B000068NZC,S.,"[0, 0]","If you're like me, you probably bought this to hook up an XLR microphone to a digital recorder or a PC.It works fine for the handy type recorders.But forget hooking this directly to a PC.  Way too much noise.",4,Good for some uses,1396828800,"04 7, 2014"
A1W3CEEQBJ4GTN,B000068NZC,S. Marchuk,"[0, 0]","I bought this for my Canon Vixia HF G10 Video Camera and a Shotgun Mic that I recently purchased for it. I needed a 12&#34; wire for it to be a perfect fit from my mic (which is mounted on the Mini Advanced Shoe) to the microphone plug on the Video Camera...The wire on this thing is *not* 1 foot long. the actual wire is under 8&#34; long itself. I would have returned this thing but it was cheap enough that it wasn't worth the hassle... I'd have rated it 1 star, but I tried it on my Nikon D3200 (Shoe mounted Shotgun Mike) and it worked out ok. Still a tight fit though (since there's only 8&#34; of wire)...I'd recommend anyone looking for a short cable go with a 2' adapter; worst case scenario, you can zip-tie a loop instead of getting angry that it doesn't fit.Also, not sure if it's the wire (so this didn't affect stars) but I hear a hiss when recording. Again; unsure if it's the way the wires are stretched out to the max on the DSLR or not (or my shotgun mic).",2,Measure your damned wires before sending them...,1379289600,"09 16, 2013"
AXP9CF1UTFRSU,B000068NZC,tada,"[0, 0]","Well made, XLR 3 pin adaptor to mini.  Needed to get a real XLR mic into the computer and this did the job.",5,Recommend,1369526400,"05 26, 2013"
A1IR3NR4KRPIJ1,B000068NZG,Jason Lewis,"[0, 0]","The listing for this item can be confusing if you are not sure what stereo XLR is.  Stereo XLR is meant to be similar to your stereo headphones, where left and right are separate unbalanced wires.  This cable is configured to be a stereo unbalanced XLR to a stereo unbalanced TRS cable.  This item is not a mono balanced XLR to a stereo unbalanced mic cable.A little bit a soldering can fix this connector by moving the red wire from ping #3 to pin #2 with the white wire.  Pin #3 then ties to pin #1 with the ground wire.",5,"Product shipd as expected, but the listing for this item can be confusing",1371686400,"06 20, 2013"
A2NYK9KWFMJV4Y,B000068NZG,Mike Tarrani "Jazz Drummer","[0, 0]","First, the reasons why I awarded this five stars: the construction is uniformly excellent. Both ends have strain reliefs, the 1/8"" connecter perfectly mates with the plug into which I insert it, and the XLR end is a quality component.I purchased this specifically to transform the third channels in myPowerwerks 50 Watt Personal P.A. Systeminto something more useable. This greatly expands the functionality and versatility of the portable PA by allowing me to plug in another mic. Since I have three of those units daisychained I was able to significantly enhance the entire system with this simple adapter.Another reason why I love this is it's noise free. In some environments in which I play there are sources of electromagnetic interference that cheap cables will pick up and transmit. I have not had that problem with this one, so it's another plus.Overall I am very pleased with this adapter and actually purchased a spare in case I damage or lose my primary one. It's a bit pricier than others I considered, but I feel that the quality and peace of mind are worth the premium.",5,Solved a big issue for me,1372118400,"06 25, 2013"
A2RS66Y79Q8X0W,B000068NZG,Rexomus "One man with courage makes a majority.","[0, 0]",I use this cable to run a extra line from microphone podiums to a zoom H1. This adapter has never failed me and has been instrumental in capturing quality audio at live events. I own several of these and love them.I highly recommend this adapter to any visual or audio professional. Also check out Hosa's sinlge XLR to double XLR splitter.,5,Good adapter cable,1400716800,"05 22, 2014"
A34IJACMU8C3IM,B000068NZG,Rob W. "Sounddude","[12, 12]","This adapter cable for stereo mics to work with small DV cameras will function but with caveats.First, it's construction is pretty light weight. That means you will have to be ""gentle"" with it when using it. That's something none of us in the broadcast production field want to worry about since our gear gets pretty beat up.Second, the adapter only has a one foot in length cable on it. This is pretty short and may not reach to wherever the mic input jack is on your camera. That means you would need another short XLR mic cable to extend from the mic to this adapter.So just be aware that this may work fine for some and not work at all for others. I went to Sam Ash music and found a similar adapter cable, heavy duty, and with a longer cable for the same price. It pays to shop around!",4,Light Weight Cable For Stereo Mics With Limitations,1229299200,"12 15, 2008"
A2WYF4POBUXL2O,B000068NZG,TriggerHappy,"[0, 0]","Well made. Works as it should. However, seem to be getting a little bit of noise from a shotgun mic straight into a D800. (more than the usual expected)To see if it was the Mic, cable, or adapter; Tested it going straight into a Zoom H4 recorder.Seems to be a little but more noise going through this adapter cable than straight into the XLR input.No big surprises. Minor clean up in post.",4,Good construction,1356825600,"12 30, 2012"
A3UPEG3LRWOX16,B000068O1N,Alfredo,"[0, 0]","Haven't used it yet but if it's like the other cables I have from the same company, it should work fine.",4,Nice Cables,1387929600,"12 25, 2013"
A2QJQ3HSJB4NS,B000068O1N,Bmkeener,"[0, 0]",Great stereo sound out of the keyboards.My keys had a single 1/4&#34; stereo out so this cable was needed to get it to convert to a true 2 channel stereo so we could EQ it properly and it worked like a charm. I highly recommend this cable.,5,Perfect.,1358035200,"01 13, 2013"
A1MVH1WLYDHZ49,B000068O1N,Captn' Bob,"[0, 0]",Another quality product from Hosa.  Just what I needed for an insert patch from my mixer to EQ.  I always like slightly longer length as I can always zip tie back but hard to stretch!  No noise from this cable!,5,GOOD INSERT CABLE,1384128000,"11 11, 2013"
A2XXBZPQT5EXHV,B000068O1N,Darren O'Neill,"[0, 0]","When I ordered these I wasn't expecting a whole lot since the price was under two dollars for a nearly 10-foot cable.  It turns out the quality is quite excellent and these cables are not flimsy at all.  I plugged them into the mixer and waited to hear some static, interference or buzz to explain the low price and all I got was a nice, clean signal.  Highly recommend these to anyone with a mixer that needs an insert cable.",5,Excellent Insert Cable,1392595200,"02 17, 2014"
A204ETWOV23HO4,B000068O1N,David J. Huber "Addicted to books!","[0, 0]","These are solid cables -- tight fit in receptacles, no introduction of noise, and no discernible loss of signal. Especially considering the price, these are brilliant. I was like some of the reviewers wondering if such an economical cable could be any good, but I trusted their judgment and gave these a try and so count me in among those who weren't sure but have become convinced that Hosa knows how to make a great cable, and to do so without the need to charge Monster Prices.",5,They work great,1373500800,"07 11, 2013"
A203OCQQ12MAVT,B000068O1N,"HMMWV ""God, Country, Corps""","[0, 0]","On my mixer, I have send/returns on the same plug using a 3 wire TRS with send on the tip, return on the ring, and a common ground.  But my effects boxes like to have separate 1/4"" TR ins and outs.This is the perfect cable for just such a hookup of things like the behringer sharkBehringer Shark FBQ100 Automatic Feedback Destroyerto the 1202-vlZ3's send/returnsMackie 1202-VLZ3 12-Ch. Compact Recording/SR MixerI probably will order a second cable having seen how well the first one worked out on a send/return.",5,I needed this for returns,1318723200,"10 16, 2011"
A319B090A2POEB,B000068O1N,Lee,"[0, 0]","I still operate in an analog environment quite often, so I end up using lots of inserts. I have 8 channels of compression, limiter, gate and expander, plus various EQs and effects processors that need to be routed and applied to specific channels. I have an insert snake that I use as well, but the individual insert cables (of differing lengths) that I carry are lifesavers that make me a more efficient soundman during setup and a more flexible soundman during the show!",5,Soundman must have insert cables,1329004800,"02 12, 2012"
A3JUQ2E799OC5B,B000068O1N,Markcm "Markcm","[0, 0]","I use these in my home studio as INSERTS and they work great. No complaints.On a side note, I always clean all my cables with CAIG DeoxIT Gold G5 Spray Contact Conditioner 5 oz.and hightly recommend it to all musicians, you will hear the differnce. I also spray a q-tip and and clean all the jacks on my guitars and instruments.",5,Good price vs. value. Works great for my home studio,1297728000,"02 15, 2011"
A2PN3GY7I3EKC1,B000068O1N,N. McArthur "MyTech","[0, 0]","When you need an audio insert cable, you need an audio insert cable.We custom manufacture insert cables for custom sound-reinforcement fixed installations.  For  mobile rigs, such as mixer cases with processing gear, it's simply not cost effective, and Hosa is our go-to brand for reliability and durability.  There are other brands, but our reputation is at stake.Hosa allows us to maintain our good reputation, while lowering our labor costs. Thanks for such a dependable product, Hosa!  Thanks for such a great price, Amazon!",5,"Just the right product, just the right price",1381190400,"10 8, 2013"
A1FCX548TD6DLP,B000068O3D,Cooper the Beagle,"[1, 1]",I play my I-pod through a small guitar Amp.  Great way to wake up the kids.  Works perfectly for the purpose.  Keep in mind small end for I-Pod is stereo and large end that goes into amp in mono.  If needing a stereo jack at both ends get something else.,5,Use to Plug I-Pod into Guitar Amp,1395792000,"03 26, 2014"
A35D9ODUCAMF5G,B000068O3D,Dad,"[0, 0]",plugged it in and it works to connect a mono line out to the stereo input on a Lepai amp. not much else I can tell you,5,plugged it in and it works,1359158400,"01 26, 2013"
A3UETHIJBL6MCV,B000068O3D,E. Temple,"[0, 0]","I bought a few of these to hook iPods/iPhones to live stage sound systems, most of which are not in stereo anyway, so why use stereo-to-mono adapters or 2 separate channels when it's not needed? Perfect solution, seems durable.",5,Sound Engineer's Solution,1329350400,"02 16, 2012"
A2Y8JW5NSY95OL,B000068O3D,JdoubleH,"[0, 0]","I carry this in my bass gig bag so I can plug my phone into the mono aux-input on the back of my Genz Benz bass head. Handy for rehearsals when the band needs to listen to a track while working out an arrangement (my bass cab is full range fEARful 15/6/1). Before picking this up, I used a couple of cables / adapters to go from stereo 1/8&#34;  to mono 1/4&#34; and it often seemed I never had quite what I needed on hand.",5,The exact cable I need for my application,1368230400,"05 11, 2013"
A3FW4THIMBIN6V,B000068O3D,Jeffrey A. Hawkins "HumanJHawkins","[0, 0]","This is what it is... A super cheap mono cable. It should be sufficient for many needs and is cheap enough that thin wire gauge and such can be forgiven. Just be aware that it is cheap and unshielded, etc.For the price and intent, I almost gave it 5 stars. But it's not a 5-star cable... It's a fair quality ultra cheap cable. 4 stars seems about right. (Yes, this is almost exactly what I wrote about the other Hosa cable I reviewed.)",4,Almost 5-Stars for the Price,1346630400,"09 3, 2012"
AT09WGFUM934H,B000068O3D,John,"[2, 2]","It's hard not to love a cord that carries electrons all the way to the end. Not sure what, other than complete failure would take stars away.",5,It works!,1384300800,"11 13, 2013"
A1NAA1R38JSNHV,B000068O3D,Josh Leger,"[0, 0]","Cables are cables. They usually all work. And with Amazon, you will always find the best deals for the same quality.",5,"Works good, good price",1357257600,"01 4, 2013"
A1F4KCBVDP8S25,B000068O3X,Adam,"[0, 0]","Picked up a cable to test on my new pedalboard, and I couldn't be happier. Doesn't suck tone, cables are sturdy, and they sound great. This replaced a normal straight 1/4 inch cable and saves so much space on my board.",5,"Inexpensive, not cheap",1327881600,"01 30, 2012"
A4BTCECGQAIUI,B000068O3X,Amazon Customer,"[0, 0]","This L Jack is good enough to make connections between my guitar pedals and it works fine. Flexible enough. I don't like only the fact that it's made out of plastic and it looks cheap, but for the price i paid for it i don't really care.",4,Good,1375747200,"08 6, 2013"
AROOYR32BS1VL,B000068O3X,Astraeus,"[1, 1]","These little patch cables work nicely, there's no change to your tone or sound and they connect one pedal to another just fine..I'm only going to make one small complaint and explain why it got 4 stars instead of 5. The product description says 6 inches, right? If you jump over to these (http://www.amazon.com/gp/product/B001PGXKC8/ref=oh_details_o04_s00_i02?ie=UTF8&psc;=1) planet waves patch cables they're listed at .5 feet (same as 6 inches, right?) The Hosa cables seem more like maybe 4 inches, whereas the planet waves cables gave me plenty of room from one pedal to another. I only used the Hosa cable as an emergency back up.To conclude, would I recommend these? Yes, if you have one or two pedals and need an affordable small and effective patch cable, go for these. But my first recommendation will always be planet waves cables over anything else.",4,Does the job,1369440000,"05 25, 2013"
A2F2L5F9OWWVY6,B000068O3X,AT,"[0, 0]","If you need some 6"" cables to connect your pedals, look no farther. These cables are perfect. They deliver good sound, are very small, and very cheap. What more could you ask for?!",5,Great pedal cable connectors!,1360454400,"02 10, 2013"
A3PL8ENSYWS1PZ,B000068O3X,Cheri,"[0, 0]",Bought this Hosa Pedal Cable for our son to interconnect his guitar pedal. It works well and seems to be durable. It hasn't given him any problems so far. It doesn't appear to change the sound quality or tone. Great product.,5,Great Durable Pedal Cable,1394928000,"03 16, 2014"
A23BIOQUMRC7K5,B000068O3X,Chris Hayden,"[0, 0]","Good little connector cable.  Well constructed, durable, built to last.  I would recommend this cable to connect stomp boxes. Worth it.",5,Works great,1359504000,"01 30, 2013"
A27DR1VO079F1V,B000068O3X,Dan Edman,"[0, 0]","These are great cables. The only con I could give is if they go bad...no opening up the ends to fix them, but in my experience they are durable. Most people are using these on a pedal board so there's not a lot of movement to wear them down.",5,Good cables,1392768000,"02 19, 2014"
A3OZC468867FW8,B000068O3X,Franklin J,"[0, 0]","Works just fine, great for little spaces between one pedal to another, if there's more distance, better use another type, bue generally works fine and it's a good quality product, clean signal no problems",4,Works just fine,1355875200,"12 19, 2012"
AJ3MI4QT7339J,B000068O3X,Greg Runyon "Loves Amazon","[0, 0]","exactly what I needed to connect 2 distortion paddles to my amp...do yourself a favor, always order threw Amazon dealers! I placed an order threw onlinecarstereo.com and had to report a scam operation to my credit card co....their customer reviews were terrible, yet I made the mistake of placing n order...right before my eyes they changed their BAD reviews to add good ones....",5,"good product, still use it, hassle-free order",1403913600,"06 28, 2014"
A3OJ0RGAECAGH8,B000068O3X,guitarman6730,"[3, 3]",These are great patch cables especially for the price. They don't suck any tone they are reliable(I've had mine for 2 years)and are really great for players on a budget.,5,Good Budget Cable,1296172800,"01 28, 2011"
A22LLQ00V32YZJ,B000068O3X,jim beasley jr,"[0, 0]","these cable came super fast in the mail, They deliver the level of performance you would expect form low cost cables. they work",4,just what you pay for,1399334400,"05 6, 2014"
A1N06X05VZWO5Y,B000068O3X,Joe Toland,"[0, 0]",This is a very good cable. I don't forsee having any problems with it. It's just right for hooking my pedals together eithout the mesws of long cables. If you need this get it. The price is right and shipping was right on time.,5,Just right.,1392854400,"02 20, 2014"
A2LBHMQ3142G3S,B000068O3X,Marc,"[4, 4]","This is not the fanciest cable you can buy, but it fits my low budget.  It works perfectly, it doesn't feel like its going to break anytime soon, and my pedals are perfectly connected.",5,"Decent connector, decent price",1289606400,"11 13, 2010"
AEG2MOBNK5KCA,B000068O3X,Mick R.,"[0, 0]",I typically use planet waves cables but tried these and there just as great. Never an issue. No loss of tone. Never breaks or fails. Quality product for a good price.,5,Reliable and Great,1374192000,"07 19, 2013"
A3V1A3C9DTLPME,B000068O3X,Peter Faden "robilar5500","[0, 0]","Really just some inexpensive and yet durable cables to link your stompboxes together. As of yet, i havent had one go all crackly, which, considering they get frequent use, is pretty good. Often, cheap cords die within a year or so. Every electric guitarist keeps a stock of these things, and this one in particular is cheap and accessible. I probably have around twelve of them.Enjoy!",5,No frill cordage...,1336262400,"05 6, 2012"
A3200TEQBFSDRX,B000068O3X,Shad Clark,"[0, 0]",Hosa patch cables are the best for the buck. Great sound and flexible. I'm a firm Hosa cable fan. Love these little guys.,5,great,1398643200,"04 28, 2014"
AFLRU6952DEFX,B000068O3X,S.,"[0, 0]",These have a lower profile and can fit and bend into the places the ones with thick metal ends can't.,5,Possibly better than the metal ended ones,1403568000,"06 24, 2014"
A3HLW3G0TA8GX1,B000068O4H,Andytoy,"[0, 0]","I bought 6 of these XLR to 1/4&#34; adapters hoping to connect my microphones to an old funky mixer I owned with 1/4&#34; inputs.  It didn't end up working because I discovered I needed to convert the microphone level to line level (which these don't do), however they do convert XLR to 1/4&#34; balanced quite well.  Just not what I needed in my particular situation.",4,"Nice tool, although not a transformer balancing device",1392076800,"02 11, 2014"
A9J03MF2689TS,B000068O4H,D. WALTER,"[4, 4]","I use this adapter on the interface/mix board end of 1 channel of my XLR cable snake, to change 1 channel into my monitor return. I plug an XLR to Female 1/4"" stereo adapter to the other end to create a headphone jack at the musician end of my setup. Now I can record with 6 channels, and monitor with 2. (It's an 8 channel XLR snake). Why do I go through all that you ask? because I have an 8 channel XLR snake, and instead of buying another snake, why not ADAPT the snake I have? hence the word adapter... :-P I love it. It's a great tool to add versatility to your setup, no matter what you're doing. Definately recommend this product to anyone that would happen to need to change an XLR to balanced 1/4"" stereo... It's high quality, and very solid, I definately expect this to last me a long time.",5,Versatility...,1326240000,"01 11, 2012"
AQFOCVEBDCYU9,B000068O4H,Jazzgryl52,"[0, 0]","I purchased this to work with my ION system and my shure mic. Arrived as expected, very solid great fit. It works!!!!",5,No problems,1375228800,"07 31, 2013"
A3GSBNVP2LPFRB,B000068O4H,johns3620,"[0, 0]",This has come in handy many times in my studio Z108.net. We love having it around. Good quality affordable price.,5,A quality adapter,1393545600,"02 28, 2014"
A37U8NH2CD9EDX,B000068O4H,J. Vento,"[0, 0]","As the title says, it works.  The only reason I took off a star is sometimes it gets a little stuck and I have to use some force to get it off the XLR.  But, no issues besides that.",4,It works,1363737600,"03 20, 2013"
A1M957IA3QNX7X,B000068O4H,Kyle D.,"[0, 0]","This converts an xlr signal (for me, a Shure SM57 mic) into a 1/4 male (I run it into a guitar pedalboard and then an amp).  Have no issues with performance but the converter is a little bulky especially once you clip a mic onto that.  Could be tight fitting into certain places on a pedalboard but works great overall.",4,Gets the job done,1363651200,"03 19, 2013"
AEN6KDJ3AJDK6,B000068O4H,Patrick M. Waters,"[0, 2]",I got 3 of these to plug XLR cables into the 1/4&#34; jacks on my board. I got it because my board only has 6 channels with XLR inputs. None of them work. Perhaps I got the wrong thing?,2,Not what I thought,1388361600,"12 30, 2013"
A17CU1D2CWXOHB,B000068O4H,Rick,"[0, 0]",Its affordable and it works.  Its a nice little adapter for your low impedance cable to your high impedance input.,5,Its Affordable and it works.,1397606400,"04 16, 2014"
ALHC64J88LVWO,B000068O4H,Wayfinder,"[0, 0]","For the price, can't beat it.  Works as well as any $15 - $20 one I would have bought at local guitar stores.",5,Can't beat it,1383436800,"11 3, 2013"
AKDQONDXN72MW,B000068O4H,zdeptawa,"[0, 0]",Just a basic female XLR to 1/4 inch male adapter. I use these so I can plug my regular mic cables into my keyboard/practice all in one PA.,5,Works as intended,1383004800,"10 29, 2013"
A3HLW3G0TA8GX1,B000068O59,Andytoy,"[0, 0]","I bought this XLR splitter to split the lead vocal from FOH to my monitor rack.  Used this way it worked great and I never had any problems with signal loss or power issues.  I began using a transformer isolated XLR splitter after we started playing bigger venues and no longer use this splitter.  My only issue with the Hosa Y splitter is that the cable length from the female connector to the male connectors is very short, so short that it would cause the microphone cables to stick out from the mic stand when I plugged it into our lead singer's microphone.  It would be great on a guitar mic or something that's close to the ground, or horizontally placed, but it looks a little funny coming off of a vertical microphone stand.",4,"Nice utility, wish it had a little more length on the split cable",1392076800,"02 11, 2014"
A3M05N9UWHIXUI,B000068O59,Anthony Caraballo "GenRico","[1, 1]",As expected from Hosa another great product.  Solid construction and great sound reproduced.  i would recomed this product to everyone.,5,Great Y cable,1354320000,"12 1, 2012"
A28P7V9KI7MXP,B000068O59,etcwhatever,"[0, 0]","I use this to run a single, mono XLR shotgun mic line to two audio channels on my Tascam DR-40, which saves me a step in post-production.  The quality is fine and it does what it's supposed to do.  Good price for a good product.",5,Does what it needs to.,1369094400,"05 21, 2013"
A26JHKA8SNXV6P,B000068O59,ffsalsa,"[0, 0]","If I didn't think that purchasing these items from Amazon I wouldn't do it, plus and more important I have worked as a Purchasing Coordinator for over 25 years now I know how to save money and if purchasing that are great and believe me or not I can find even cables that I can't find in RadioShack, Best Buys no where else, I have done a lot of Purchasing not just for myself, but for business. These Ladies and Gentlemen know what they are doing and they know how to take care of business in the right way, I would like to apply for a position with them.Regards,ffsalsa",4,Great cables,1370649600,"06 8, 2013"
A1VHCO8RQFIGQJ,B000068O59,Indie Film Lover,"[0, 0]","This is a solid product. I ended up not needing it so... I returned it. However, it worked fine and gets the job done.",5,Nice.,1362355200,"03 4, 2013"
A2RS66Y79Q8X0W,B000068O59,Rexomus "One man with courage makes a majority.","[0, 0]","This Dual splitter works perfect. I own a live event video company and I shoot a lot of weddings. The most important part of video is the audio. you can make anything look good as long as you can get a good clean audio signal. I always say, half of video is audio. For years I used to run a line directly out of the DJ's mixer to get my audio. The issue with doing it that way is during introdustions you will get the music the dj is playing and the words they are speaking. Often though, the signal is to hot, the music is crap, or the dj says something stupid. With just the DJ's voice I can edit the way I want and compress time. This product has improved my productions beyond it's price sold. I use them to run a separate clean audio line from a DJ's wireless systems to my own audio recorder. They work perfectly and haven't failed me once.",5,Great Product for running a clean separate line of audio,1396310400,"04 1, 2014"
A2H5GRB3XXEBX0,B00006LVEU,Bassman Al "Bassman Al","[2, 2]","This was recommended to me by the top engineer at Genz-Benz bass amplification company.  Andy said that this product is far superior to any other.  He was right.  Fixed the scratchy potentiometer on my Shuttle 6.0 amp.  Also fixed the effects loop jacks, which had become oxidized and were causing my amp to intermittently lose 90% of its power on gigs.  Not good!  After several gigs worth of testing, both problems are resolved!  Andy said that this product actually works better over time once it has been applied since it has a lubricating, cleaning and coating effect on the components.  Wow!  And no, Andy does not own stock in, have affiliation with, or represent in any way the manufacturers of De-Oxit.  Nor do I.",5,This product works great!!!!  Worth the extra money!!,1383264000,"11 1, 2013"
A1LS2UXHG1BYRG,B00006LVEU,Carlos De Cunha "Carlos","[1, 1]","This thing is like a magic Spray! Hah!Seriously... I used this on noisy hinges, car doors, etc.I really bought it to clean the POTs (volume controls and knobs) on my Guitars, pedals and equipment. It really does work and gets rid of the static noise you get when you turn your volume control on your radio or guitar for example.",5,Magic Spray!,1349308800,"10 4, 2012"
A3HCK3UXD6WS4G,B00006LVEU,Carlos & Gloria Guerra,"[1, 1]","I bought this product to use on my amp pots. It restored the sound,power and clearity of my amps.It doesn't evaporate right away, but after a couple of minutes your good to go!",5,Works well!,1366848000,"04 25, 2013"
A2WT46GVYE1ZDD,B00006LVEU,Charles S. Glass "salty","[0, 2]","Back in the 1980's I bought a can of deoxit(not the right name but can't remember it) which worked much better and cost much less. It was made for the military. The spray has 3 levels but the low is still way to high. It does work but the stuff I used to have was much better. I don't see much else out there so I may have to stick with it.It is just very wasteful for the cost. I have had good luck with wd40 too, but it is very flammable. I would call it average.",3,There used to be better stuff,1381190400,"10 8, 2013"
A2EZWZ8MBEDOLN,B00006LVEU,Charlo,"[1, 1]","Before you pay some tech to fix the knobs and switches on your guitar, stomp box or amp, try this.  95% of the time, this will take care of the problem.  If your amp cuts in and out, also try spraying the effects loop and pushing a 1/4&#34; jack in and out of the socket a dozen times.  The very first can I bought probably paid for itself a hundred times over.  Good stuff !",5,A Five Ounce Can Of Magic.,1390867200,"01 28, 2014"
A2BRXREMT5WZJ0,B00006LVEU,Christopher Graham,"[1, 1]","I deal with quite a bit of electronic musical instrument gear from guitars, basses, amps, FX, MIDI gear, etc.  Over time most of it starts suffering from scratchy / noisy pots (knobs), input and output jacks that are crackly, etc.In the past I've tried some Locktite electronics cleaner, which is provided in a similar can. It would rarely work.In contrast this has cleaned every piece of gear I've used it on saving me from having to physically replace the pots and jacks. It's really like magic in a can.",5,It's magic in a can,1396483200,"04 3, 2014"
A1L7M2JXN4EZCR,B00006LVEU,David G,"[0, 0]",I was getting errors that my printer cartridge wasn't recognized and I sprayed some on the contacts and wiped off the excess with a paper towel.  Now it's working!,4,Used it on my printer cartridge,1399593600,"05 9, 2014"
A3EUD541ZM0R0R,B00006LVEU,Jeff Felker,"[0, 0]","This stuff works great and is well worth the price, I used it to clean the pots on several guitars and a bass amp along with various effect pedals, no more scratchiness, no more jarring volume spikes, all my knobs glide now better than the day they were new, I'll always keep a can of this around, nothing more to say, great stuff.",5,Just what I needed,1396569600,"04 4, 2014"
AMNTZU1YQN1TH,B00006LVEU,Kurt Robair,"[1, 1]",Fantastic stuff....I sprayed it in my bass guitar's pot and now its like new. Wish I had found this stuff sooner.,5,Scratchy bass guitar pot scratchy no more,1389139200,"01 8, 2014"
AXWB93VKVML6K,B00006LVEU,Michael Hassey,"[0, 0]","What was it, brillcream? a dab will do ya?Something like that -This is all you need for contact cleaning. Worth the coin.",5,This stuff is great,1371340800,"06 16, 2013"
A19JA9J3BFBKNO,B00006LVEU,rusty springer,"[0, 0]",I've got an old mesa boogie that has developed scratchy controls over the years.This stuff cleaned most of them out pretty well but my midrange pot is starting to crackle again.I hate to tear the chassis out again but it'd gotta happen,3,kinda worked kinda didn't,1402358400,"06 10, 2014"
AKYDGCKCY7H9F,B00006LVEU,R. W. Milyard "GearJunky","[0, 0]","I used this on my guitar Tone and Volume pots and it clears up the crackle.Feels a little oily, but gets the job done and you don't have to replacethe potentiometers.",5,Works on potentiometers,1306454400,"05 27, 2011"
AKLDKUON6YY0X,B00006LVEU,SRR "SRR","[0, 0]",Use this alot on all kinds of electronics. It gets crackling knobs going again. I've use it for years. recommend,5,Good stuff,1381363200,"10 10, 2013"
A2SH4497XM1HET,B00006LVEU,Timothy L. Obriant,"[0, 0]","The pots on my bass has become &#34;scratchy&#34; so I sprayed a bit into them, turn the pots back and forth a few times and no more noise. Great for what I needed.",5,Cleaned the pots on my bass just fine.,1374278400,"07 20, 2013"
A1LQC225SE8UNI,B00009W40D,David Burch,"[0, 0]","For the money, this karaoke mic does a decent job for any vocal use. Good to keep as a spare in the gig box.",5,Good usable mic,1392595200,"02 17, 2014"
A2QDVOUXE4PYIM,B00009W40D,Gomer "me","[1, 1]","i was truly surprised when i saw how nice it was, has weight to it ,and has good sound , looks nicely made,very good deal for the money,,can't go wrong,, (not a very cheep made microphone ,, MUCH BETTER THEN I THOUGHT IT WOULD BE ! ) its nice,",5,good microphone,1326240000,"01 11, 2012"
A12YXGXV4MATDS,B00009W40D,James Dulworth,"[0, 0]","The only reason I give 4 stars is because I ordered 2 of these and 1 had the chord with it and one was missing the chord... I ordered both at the same time, other than that they are good hot mics...",4,Very Satisfied...,1395100800,"03 18, 2014"
A1RHGZOBDC3WQF,B00009W40D,Jhoc,"[0, 0]","We bought this Mic and a spare for our son's guitar amp set-up for his mixer. It seems to work fine, and comes with the Mic cord, We decided to go for the model with the on=off switch based on other reviews, and haven't yet been disappointed.",5,Excellent All-purpose Mic,1393718400,"03 2, 2014"
A6FIAB28IS79,B00009W40D,Samuel Chell,"[4, 4]","As a freelancer, I occasionally work with a band that plays the Midwest, performing on a near-weekly basis.  These are seasoned veterans who have no interest in gear per se and even less interest in brand cachet.  It's all about money to them.  I couldn't believe it when I first saw the group using these Nady mics (even lower-priced several years ago) and insisting they were as good as Shure SM-57's and 58's.  I still don't believe the quality of workmanship compares (any casual empirical test of build quality will prove as much).  But these Nady's handle the announcing, the vocals, and, when needed, the softer sounding instruments (flute, harmonica), and none has broken or quit on my watch.I'm a keyboardist, so mic power and fidelity don't affect me.  I'm only a trifle mortified when there are musicians in the audience who catch on to how cheap we are when it comes to the all-important ""gear component.""  At the same time, my embarrassment, I confess, is not unmixed with a bit of demonic glee.  After all, who's playing--and getting paid for it?",4,Good enough for professional use,1244332800,"06 7, 2009"
